,Area,Year,% of total country area cultivated,Arable land area,Cultivated area (arable land + permanent crops),Dependency ratio,Environmental Flow Requirements,GDP per capita,Gross Domestic Product (GDP),Groundwater produced internally,Groundwater: accounted inflow,Groundwater: entering the country (total),Long-term average annual precipitation in depth,Long-term average annual precipitation in volume,Overlap between surface water and groundwater,Overlap: between surface water and groundwater,Permanent crops area,Population density,Rural population,Surface water produced internally,Surface water: accounted flow of border rivers,Surface water: accounted inflow,Surface water: entering the country (total),Surface water: inflow not submitted to treaties,Surface water: inflow secured through treaties,Surface water: inflow submitted to treaties,Surface water: leaving the country to other countries (total),Surface water: outflow to other countries not submitted to treaties,Surface water: outflow to other countries secured through treaties,Surface water: outflow to other countries submitted to treaties,Surface water: total external renewable,Surface water: total flow of border rivers,Total area of the country (excl. coastal waters),Total internal renewable water resources (IRWR),Total internal renewable water resources per capita,Total population,Total renewable groundwater,Total renewable surface water,Total renewable water resources,Total renewable water resources per capita,Urban population,Water resources: total external renewable
988,Ecuador,2005,9.42,1195.0,2415.0,0.0,296.2,3591.0,51000000000.0,134.0,0.0,0.0,2274.0,583.0,123.6,123.6,1220.0,55.41,5344.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,163.8,163.8,0.0,0.0,0.0,0.0,25637.0,442.4,31144.0,14205.0,134.0,432.0,442.4,31144.0,8861.0,0.0
989,Egypt,2005,3.533,2564.0,3538.0,98.26,2.6,1634.0,130000000000.0,0.5,1.0,1.0,18.1,18.13,0.0,0.0,974.0,79.42,47561.0,0.5,0.0,55.5,84.0,0.0,55.5,84.0,0.0,0.0,0.0,0.0,55.5,0.0,100145.0,1.0,12.57,79537.0,1.5,56.0,57.5,722.9,31976.0,56.5
990,El Salvador,2005,41.21,630.0,867.0,40.5,10.24,3305.0,20100000000.0,6.15,0.0,0.0,1784.0,37.54,2.57,2.57,237.0,289.1,2242.0,12.05,0.0,10.64,10.64,10.64,0.0,0.0,0.0,0.0,0.0,0.0,10.64,0.0,2104.0,15.63,2569.0,6083.0,6.15,22.69,26.27,4319.0,3841.0,10.64
991,Equatorial Guinea,2005,7.487,130.0,210.0,0.0,15.21,12995.0,10800000000.0,10.0,0.0,0.0,2156.0,60.48,9.0,9.0,80.0,29.57,580.1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2805.0,26.0,31352.0,829.3,10.0,25.0,26.0,31352.0,249.2,0.0
994,Eswatini,2005,11.06,178.0,192.0,41.46,3.133,2683.0,3050000000.0,0.66,0.0,0.0,788.0,13.68,0.66,0.66,14.0,65.55,890.8,2.64,0.0,1.87,1.87,1.87,0.0,0.0,4.5,4.5,0.0,0.0,1.87,0.0,1736.0,2.64,2320.0,1138.0,0.66,4.51,4.51,3963.0,247.2,1.87
998,Finland,2005,6.681,2257.0,2261.0,2.727,67.83,48131.0,255000000000.0,2.2,0.0,0.0,536.0,181.4,2.0,2.0,4.2,15.66,897.0,106.8,0.0,3.0,3.0,3.0,0.0,0.0,27.0,27.0,0.0,0.0,3.0,0.0,33842.0,107.0,20196.0,5298.0,2.2,109.8,110.0,20763.0,4401.0,3.0
999,France,2005,35.25,18286.0,19358.0,5.212999999999999,96.77,42930.0,2660000000000.0,120.0,0.0,0.0,867.0,476.1,118.0,118.0,1072.0,112.8,13672.0,198.0,0.0,11.0,11.0,11.0,0.0,0.0,18.0,18.0,0.0,0.0,11.0,33.0,54909.0,200.0,3228.0,61961.0,120.0,209.0,211.0,3405.0,48289.0,11.0
1003,Germany,2005,33.81,11877.0,12075.0,30.52,81.04,42290.0,3440000000000.0,45.7,0.0,0.0,700.0,250.0,45.0,45.0,198.0,227.8,19751.0,106.3,0.0,47.0,47.0,47.0,0.0,0.0,90.8,90.8,0.0,0.0,47.0,0.0,35710.0,107.0,1315.0,81344.0,45.7,153.3,154.0,1893.0,61593.0,47.0
1004,Ghana,2005,29.76,4300.0,7100.0,46.09,33.26,1091.0,24800000000.0,26.3,0.0,0.0,1187.0,283.1,25.0,25.0,2800.0,95.16,11737.0,29.0,0.0,25.9,25.9,25.9,0.0,0.0,0.0,0.0,0.0,0.0,25.9,0.0,23854.0,30.3,1335.0,22700.0,26.3,54.9,56.2,2476.0,10963.0,25.9
1005,Greece,2005,28.05,2567.0,3701.0,15.2,18.97,27941.0,318000000000.0,10.3,0.0,0.0,652.0,86.04,7.8,7.8,1134.0,86.25,3059.0,55.5,2.8,10.4,7.6,7.6,0.0,0.0,1.8,1.8,0.0,0.0,10.4,5.6,13196.0,58.0,5096.0,11381.0,10.3,65.9,68.4,6010.0,8322.0,10.4
1008,Guinea,2005,14.15,2800.0,3480.0,0.0,161.0,409.4,4130000000.0,38.0,0.0,0.0,1651.0,405.9,38.0,38.0,680.0,41.07,6722.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,102.2,102.2,0.0,0.0,0.0,0.0,24586.0,226.0,22383.0,10097.0,38.0,226.0,226.0,22383.0,3375.0,0.0
1009,Guinea-Bissau,2005,14.67,280.0,530.0,49.04,19.7,481.1,696000000.0,14.0,0.0,0.0,1577.0,56.98,10.0,10.0,250.0,40.02,813.7,12.0,0.0,15.4,15.4,15.4,0.0,0.0,0.0,0.0,0.0,0.0,15.4,0.0,3613.0,16.0,11065.0,1446.0,14.0,27.4,31.4,21715.0,632.3,15.4
1010,Guyana,2005,2.084,420.0,448.0,11.07,227.2,2327.0,1740000000.0,103.0,0.0,0.0,2387.0,513.1,103.0,103.0,28.0,3.4789999999999996,530.4,241.0,0.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,21497.0,241.0,322236.0,747.9,103.0,271.0,271.0,362348.0,217.5,30.0
1013,Honduras,2005,12.98,1050.0,1460.0,1.632,57.39,1593.0,12300000000.0,39.0,0.0,0.0,1976.0,222.3,29.91,29.91,410.0,68.52,4133.0,81.57,0.0,1.504,1.504,1.504,0.0,0.0,4.947,5.763999999999999,0.0,0.0,1.504,0.0,11249.0,90.66,11762.0,7708.0,39.0,83.07,92.16,11956.0,3575.0,1.504
1014,Hungary,2005,51.49,4592.0,4790.0,94.23,46.1,13867.0,139000000000.0,6.0,0.0,0.0,589.0,54.79,6.0,6.0,198.0,107.8,3246.0,6.0,0.0,98.0,98.0,98.0,0.0,0.0,104.0,104.0,0.0,0.0,98.0,23.0,9303.0,6.0,598.6,10024.0,6.0,104.0,104.0,10375.0,6778.0,98.0
1015,Iceland,2005,1.214,125.0,125.0,0.0,96.41,69770.0,21300000000.0,24.0,0.0,0.0,1940.0,199.8,20.0,20.0,0.0,2.963,20.7,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10300.0,170.0,557012.0,305.2,24.0,166.0,170.0,557012.0,284.5,0.0
1016,India,2005,51.47,158022.0,169202.0,30.52,937.1,1051.0,1240000000000.0,432.0,0.0,0.0,1083.0,3560.0,390.0,390.0,11180.0,358.9,833038.0,1404.0,0.0,635.2,635.2,635.2,0.0,0.0,1385.0,1142.0,170.3,243.0,464.9,0.0,328726.0,1446.0,1226.0,1179681.0,432.0,1869.0,1911.0,1620.0,346643.0,464.9
1017,Indonesia,2005,21.98,22000.0,42000.0,0.0,1269.0,1854.0,432000000000.0,457.4,0.0,0.0,2702.0,5163.0,411.7,411.7,20000.0,121.9,123212.0,1973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191093.0,2019.0,8666.0,232989.0,457.4,1973.0,2019.0,8666.0,109777.0,0.0
1018,Iran (Islamic Republic of),2005,10.63,16869.0,18549.0,6.773,22.7,4679.0,337000000000.0,49.3,0.0,0.0,228.0,397.9,18.1,18.1,1680.0,41.27,22580.0,97.3,2.315,9.335,7.77,6.2,0.82,1.57,18.67,17.5,0.79,1.17,8.545,4.63,174515.0,128.5,1784.0,72031.0,49.3,105.8,137.0,1902.0,49451.0,8.545
1020,Ireland,2005,15.13,1060.0,1063.0,5.769,31.22,61392.0,270000000000.0,10.8,0.0,0.0,1118.0,78.57,10.0,10.0,3.0,62.58,1780.0,48.2,0.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,7028.0,49.0,11141.0,4398.0,10.8,51.2,52.0,11824.0,2618.0,3.0
1022,Italy,2005,32.2,7171.0,9702.0,4.6,77.81,37091.0,2200000000000.0,43.0,0.0,0.0,832.0,250.7,31.0,31.0,2531.0,196.8,18878.0,170.5,0.0,8.8,8.8,8.8,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,30134.0,182.5,3077.0,59313.0,43.0,179.3,191.3,3225.0,40435.0,8.8
1024,Japan,2005,12.3,4326.0,4650.0,0.0,212.5,33929.0,4360000000000.0,27.0,0.0,0.0,1668.0,630.4,17.0,17.0,324.0,340.0,16510.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37793.0,430.0,3346.0,128505.0,27.0,420.0,430.0,3346.0,111995.0,0.0
1027,Kenya,2005,9.942,5300.0,5770.0,32.57,18.57,839.1,32000000000.0,3.5,0.0,0.0,630.0,365.6,3.0,3.0,470.0,65.62,29622.0,20.2,0.0,10.0,10.0,10.0,0.0,0.0,8.9,8.9,0.0,0.0,10.0,0.0,58037.0,20.7,543.5,38086.0,3.5,30.2,30.7,806.1,8464.0,10.0
1034,Lesotho,2005,10.84,325.0,329.0,0.0,1.315,806.0,1600000000.0,0.5,0.0,0.0,788.0,23.92,0.5,0.5,4.0,65.28,1527.0,5.23,0.0,0.0,0.0,0.0,0.0,0.0,5.2,2.992,2.208,2.208,-2.208,0.0,3036.0,5.23,2639.0,1982.0,0.5,3.022,3.022,1525.0,455.4,-2.208
1040,Madagascar,2005,6.132000000000001,3000.0,3600.0,0.0,217.5,377.8,7340000000.0,55.0,0.0,0.0,1513.0,888.2,50.0,50.0,600.0,33.11,13614.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58704.0,337.0,17341.0,19434.0,55.0,332.0,337.0,17341.0,5820.0,0.0
1041,Malawi,2005,26.46,3000.0,3135.0,6.597,9.529,320.3,4430000000.0,2.5,0.0,0.0,1181.0,139.9,2.5,2.5,135.0,116.8,11752.0,16.14,0.14,1.14,1.0,1.0,0.0,0.0,16.98,16.98,0.0,0.0,1.14,0.0,11848.0,16.14,1166.0,13841.0,2.5,17.28,17.28,1248.0,2089.0,1.14
1042,Malaysia,2005,20.62,827.2,6822.0,0.0,385.0,7286.0,194000000000.0,64.0,0.0,0.0,2875.0,951.0,50.0,50.0,5995.0,80.49,8296.0,566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33080.0,580.0,21783.0,26626.0,64.0,566.0,580.0,21783.0,18330.0,0.0
1044,Mali,2005,4.803999999999999,5808.0,5958.0,50.0,55.2,595.6,8150000000.0,20.0,0.0,0.0,282.0,349.7,10.0,10.0,150.0,11.03,9399.0,50.0,0.0,60.0,60.0,60.0,0.0,0.0,50.0,50.0,0.0,0.0,60.0,0.0,124019.0,60.0,4387.0,13676.0,20.0,110.0,120.0,8774.0,4277.0,60.0
1047,Mauritania,2005,0.3988,400.0,411.0,96.49,1.222,1013.0,3360000000.0,0.3,0.0,0.0,92.0,94.82,0.0,0.0,11.0,3.214,1495.0,0.1,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,22.0,103070.0,0.4,120.7,3313.0,0.3,11.1,11.4,3441.0,1818.0,11.0
1049,Mexico,2005,13.31,23519.0,26145.0,11.53,195.3,9299.0,1040000000000.0,150.0,0.0,0.0,758.0,1489.0,91.0,91.0,2626.0,56.93,24505.0,350.0,0.0,53.32,53.31,51.47,1.85,1.85,19.14,18.71,0.43200000000000005,0.43200000000000005,52.88,0.0,196438.0,409.0,3657.0,111836.0,150.0,402.9,461.9,4130.0,87331.0,52.88
1052,Mongolia,2005,0.4507,703.0,705.0,0.0,21.18,1634.0,4230000000.0,6.1,0.0,0.0,241.0,377.0,4.0,4.0,2.0,1.6569999999999998,917.0,32.7,0.0,0.0,0.0,0.0,0.0,0.0,26.4,26.4,0.0,0.0,0.0,0.0,156412.0,34.8,13426.0,2592.0,6.1,32.7,34.8,13426.0,1675.0,0.0
1054,Morocco,2005,20.06,8065.0,8960.0,0.0,8.167,2531.0,79000000000.0,10.0,0.0,0.0,346.0,154.5,3.0,3.0,895.0,69.93,14005.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.0,0.0,0.0,44655.0,29.0,928.7,31226.0,10.0,22.0,29.0,928.7,17221.0,0.0
1055,Mozambique,2005,6.818,5200.0,5450.0,53.8,133.0,422.2,9370000000.0,17.0,0.0,0.0,1032.0,825.0,14.0,14.0,250.0,27.76,15456.0,97.3,0.0,116.8,116.8,116.8,0.0,0.0,1.0,1.0,0.0,0.0,116.8,0.0,79938.0,100.3,4520.0,22188.0,17.0,214.1,217.1,9785.0,6732.0,116.8
1057,Namibia,2005,0.9802,800.0,808.0,84.57,7.19,4202.0,8740000000.0,2.1,0.0,0.0,285.0,234.9,0.04,0.04,8.0,2.523,1277.0,4.1,22.75,33.75,11.0,10.95,0.05,0.05,9.65,9.65,0.0,0.0,33.75,53.86,82429.0,6.16,2962.0,2080.0,2.1,37.85,39.91,19188.0,803.1,33.75
1059,Nepal,2005,16.14,2240.0,2375.0,5.709,95.94,393.9,10300000000.0,20.0,0.0,0.0,1500.0,220.8,20.0,20.0,135.0,178.1,22109.0,198.2,0.0,12.0,12.0,12.0,0.0,0.0,210.2,210.2,0.0,0.0,12.0,0.0,14718.0,198.2,7561.0,26215.0,20.0,210.2,210.2,8018.0,4106.0,12.0
1060,Netherlands,2005,26.34,1060.0,1094.0,87.91,38.33,50827.0,839000000000.0,4.5,0.0,0.0,778.0,32.32,4.5,4.5,33.9,397.4,2606.0,11.0,0.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,4154.0,11.0,666.4,16507.0,4.5,91.0,91.0,5513.0,13901.0,80.0
1062,Nicaragua,2005,16.07,1800.0,2095.0,5.051,107.2,1351.0,7460000000.0,59.0,0.0,0.0,2280.0,297.2,55.39,55.39,295.0,42.36,2364.0,152.6,0.0,8.31,8.31,8.31,0.0,0.0,0.0,0.0,0.0,0.0,8.31,0.0,13037.0,156.2,28287.0,5522.0,59.0,160.9,164.5,29790.0,3158.0,8.31
1063,Niger,2005,11.84,14925.0,15000.0,89.72,10.61,292.6,4290000000.0,2.5,0.0,0.0,151.0,191.3,0.0,0.0,75.0,11.58,12252.0,1.0,1.35,30.55,29.2,29.2,0.0,0.0,32.4,32.4,0.0,0.0,30.55,2.7,126700.0,3.5,238.6,14668.0,2.5,31.55,34.05,2321.0,2416.0,30.55
1064,Nigeria,2005,46.98,37000.0,43400.0,22.78,157.2,1134.0,166000000000.0,87.0,0.0,0.0,1150.0,1062.0,80.0,80.0,6400.0,158.5,86336.0,214.0,0.0,65.2,65.2,65.2,0.0,0.0,2.9,2.9,0.0,0.0,65.2,0.0,92377.0,221.0,1509.0,146417.0,87.0,279.2,286.2,1955.0,60081.0,65.2
1067,Norway,2005,2.226,852.6,857.4,2.799,261.5,84958.0,401000000000.0,96.0,0.0,0.0,1414.0,544.6,90.0,90.0,4.8,12.25,1027.0,376.0,0.0,11.0,11.0,11.0,0.0,0.0,10.0,10.0,0.0,0.0,11.0,0.0,38518.0,382.0,80932.0,4720.0,96.0,387.0,393.0,83263.0,3693.0,11.0
1070,Pakistan,2005,38.96,30180.0,31013.0,77.71,83.79,948.0,152000000000.0,55.0,0.0,0.0,494.0,393.3,47.4,47.4,833.0,201.4,102234.0,47.4,0.0,191.8,265.1,21.5,170.3,243.6,10.72,10.72,0.0,0.0,191.8,0.0,79610.0,55.0,343.0,160333.0,55.0,239.2,246.8,1539.0,58099.0,191.8
1072,Panama,2005,9.48,540.0,715.0,1.9409999999999998,4.864,6068.0,21000000000.0,21.0,0.0,0.0,2928.0,220.8,17.6,17.6,175.0,45.8,1211.0,133.2,2.7039999999999997,2.7039999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7039999999999997,5.409,7542.0,136.6,39548.0,3454.0,21.0,135.9,139.3,40330.0,2243.0,2.7039999999999997
1073,Papua New Guinea,2005,1.8359999999999999,250.0,850.0,0.0,504.5,956.6,6340000000.0,211.6,0.0,0.0,3142.0,1454.0,211.6,211.6,600.0,14.32,5792.0,801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46284.0,801.0,120851.0,6628.0,211.6,801.0,801.0,120851.0,836.4,0.0
1074,Paraguay,2005,9.195,3640.0,3740.0,69.83,256.3,2312.0,13800000000.0,41.64,0.0,0.0,1130.0,459.6,41.64,41.64,100.0,14.67,2425.0,117.0,197.5,270.8,73.27,73.27,0.0,0.0,125.6,125.6,0.0,0.0,270.8,395.1,40675.0,117.0,19611.0,5966.0,41.64,387.8,387.8,65002.0,3541.0,270.8
1075,Peru,2005,4.035,4010.0,5186.0,12.7,1343.0,3605.0,102000000000.0,303.0,0.0,0.0,1738.0,2234.0,303.0,303.0,1176.0,22.01,6819.0,1641.0,110.0,238.8,128.8,128.8,0.0,0.0,1868.0,1868.0,0.0,0.0,238.8,250.0,128522.0,1641.0,58000.0,28293.0,303.0,1880.0,1880.0,66448.0,21474.0,238.8
1076,Philippines,2005,34.3,5290.0,10290.0,0.0,151.9,1669.0,149000000000.0,180.0,0.0,0.0,2348.0,704.4,145.0,145.0,5000.0,297.6,48354.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,479.0,5364.0,89293.0,180.0,444.0,479.0,5364.0,40939.0,0.0
1081,Republic of Korea,2005,17.87,1597.0,1782.0,6.957999999999999,35.44,22828.0,1120000000000.0,13.3,0.0,0.0,1274.0,127.0,10.7,10.7,185.0,492.0,10228.0,62.25,0.0,4.85,4.85,4.85,0.0,0.0,0.0,0.0,0.0,0.0,4.85,0.0,9972.0,64.85,1322.0,49062.0,13.3,67.1,69.7,1421.0,38834.0,4.85
1083,Romania,2005,38.32,8675.0,9136.0,80.01,105.2,8176.0,172000000000.0,8.38,0.08,0.08,637.0,151.9,8.0,8.0,461.0,88.24,9272.0,42.0,1.45,169.5,168.1,168.1,0.0,0.0,22.5,22.5,0.0,0.0,169.5,2.9,23839.0,42.38,2015.0,21036.0,8.46,211.5,212.0,10078.0,11764.0,169.6
1085,Rwanda,2005,51.82,1115.0,1365.0,28.57,10.28,399.6,3780000000.0,7.0,0.0,0.0,1212.0,31.92,7.0,7.0,250.0,358.7,7354.0,9.5,0.0,3.8,3.8,3.8,0.0,0.0,6.145,6.145,0.0,0.0,3.8,0.0,2634.0,9.5,1006.0,9447.0,7.0,13.3,13.3,1408.0,2093.0,3.8
1093,Senegal,2005,14.76,2850.0,2903.0,33.8,20.16,950.4,11300000000.0,3.5,0.0,0.0,686.0,134.9,1.5,1.5,53.0,60.36,6931.0,23.8,11.0,13.17,2.17,2.17,0.0,0.0,5.4,5.4,0.0,0.0,13.17,22.0,19671.0,25.8,2173.0,11874.0,3.5,36.97,38.97,3282.0,4943.0,13.17
1096,Sierra Leone,2005,19.7,1284.0,1424.0,0.0,117.2,358.9,2160000000.0,25.0,0.0,0.0,2526.0,182.6,15.0,15.0,140.0,83.2,3991.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7230.0,160.0,26600.0,6015.0,25.0,150.0,160.0,26600.0,2024.0,0.0
1102,South Africa,2005,10.63,12600.0,12962.0,12.84,20.12,5994.0,299000000000.0,4.8,0.0,0.0,495.0,603.4,3.0,3.0,362.0,40.92,19820.0,43.0,0.0,6.6,6.6,4.3919999999999995,2.208,2.208,10.85,10.55,0.05,0.05,6.55,0.0,121909.0,44.8,898.0,49887.0,4.8,49.55,51.35,1029.0,30067.0,6.55
1104,Sri Lanka,2005,29.72,1000.0,1950.0,0.0,38.54,1633.0,32400000000.0,7.8,0.0,0.0,1712.0,112.3,7.0,7.0,950.0,302.0,16084.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6561.0,52.8,2665.0,19811.0,7.8,52.0,52.8,2665.0,3727.0,0.0
1105,Suriname,2005,0.3174,46.0,52.0,0.0,83.41,5761.0,2940000000.0,90.0,0.0,0.0,2331.0,381.9,90.0,90.0,6.0,3.111,170.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16382.0,99.0,194232.0,509.7,90.0,99.0,99.0,194232.0,339.7,0.0
1106,Sweden,2005,5.881,2643.0,2648.0,1.724,104.7,53258.0,488000000000.0,20.0,0.0,0.0,624.0,281.0,19.0,19.0,5.0,20.35,1415.0,170.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,45030.0,171.0,18662.0,9163.0,20.0,173.0,174.0,18989.0,7748.0,3.0
1107,Switzerland,2005,10.41,406.6,430.0,24.49,27.28,63095.0,477000000000.0,2.5,0.0,0.0,1537.0,63.46,2.5,2.5,23.4,183.1,1996.0,40.4,0.0,13.1,13.1,13.1,0.0,0.0,40.4,40.4,0.0,0.0,13.1,0.0,4129.0,40.4,5344.0,7560.0,2.5,53.5,53.5,7077.0,5564.0,13.1
1110,Thailand,2005,37.03,15200.0,19000.0,48.81,189.6,3973.0,263000000000.0,41.9,0.0,0.0,1622.0,832.3,30.69,30.69,3800.0,129.0,39697.0,213.3,214.1,214.1,0.0,0.0,0.0,0.0,61.25,61.25,0.0,0.0,214.1,480.0,51312.0,224.5,3391.0,66196.0,41.9,427.4,438.6,6626.0,26499.0,214.1
1112,Togo,2005,43.93,2310.0,2495.0,21.77,8.125,420.8,2520000000.0,5.7,0.0,0.0,1168.0,66.33,5.0,5.0,185.0,105.6,3890.0,10.8,0.0,3.2,3.2,3.2,0.0,0.0,9.592,9.592,0.0,0.0,3.2,0.0,5679.0,11.5,1918.0,5997.0,5.7,14.0,14.7,2451.0,2107.0,3.2
1115,Trinidad and Tobago,2005,9.162,25.0,47.0,0.0,2.186,16533.0,21600000000.0,0.614,0.0,0.0,2200.0,11.29,0.514,0.514,22.0,255.2,1184.0,3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,3.84,2934.0,1309.0,0.614,3.74,3.84,2934.0,125.4,0.0
1116,Tunisia,2005,30.16,2733.0,4935.0,9.101,0.6767,3778.0,38900000000.0,1.495,0.1,0.1,207.0,33.87,0.4,0.4,2202.0,62.94,3575.0,3.1,0.0,0.32,0.32,0.32,0.0,0.0,0.16,0.177,0.0,0.0,0.32,0.0,16361.0,4.195,407.4,10298.0,1.595,3.42,4.615,448.1,6723.0,0.42
1117,Turkey,2005,31.69,21979.0,24888.0,1.518,76.97,9296.0,647000000000.0,69.0,-1.2,0.0,593.0,465.7,28.0,28.0,2909.0,88.62,21662.0,186.0,2.9,4.7,1.8,1.8,0.0,0.0,60.12,41.22,18.9,15.75,-14.2,5.8,78535.0,227.0,3262.0,69597.0,67.8,171.8,211.6,3040.0,47935.0,-15.4
1120,Uganda,2005,34.98,6250.0,8450.0,35.11,49.17,401.9,12300000000.0,29.0,0.0,0.0,1180.0,285.0,29.0,29.0,2200.0,126.6,26411.0,39.0,0.0,21.1,21.1,21.1,0.0,0.0,37.0,37.0,0.0,0.0,21.1,0.0,24155.0,39.0,1275.0,30590.0,29.0,60.1,60.1,1965.0,4179.0,21.1
1123,United Kingdom,2005,25.17,6085.0,6131.0,1.361,88.35,48360.0,2970000000000.0,9.8,0.0,0.0,1220.0,297.2,9.0,9.0,46.0,252.1,12347.0,144.2,0.0,2.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,24361.0,145.0,2361.0,61415.0,9.8,146.2,147.0,2394.0,49068.0,2.0
1125,United States of America,2005,17.08,161880.0,164480.0,8.179,1491.0,48238.0,14500000000000.0,1383.0,0.0,0.0,715.0,6887.0,1227.0,1227.0,2600.0,31.21,56747.0,2662.0,0.0,251.0,251.0,251.0,0.0,0.0,10.5,10.5,0.0,0.0,251.0,0.0,963203.0,2818.0,9375.0,300595.0,1383.0,2913.0,3069.0,10210.0,243848.0,251.0
1126,Uruguay,2005,8.562999999999999,1476.0,1509.0,46.46,134.8,7009.0,23400000000.0,22.9,0.0,0.0,1300.0,229.1,22.9,22.9,33.0,18.95,209.0,92.2,75.0,80.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,150.0,17622.0,92.2,27605.0,3340.0,22.9,172.2,172.2,51557.0,3131.0,80.0
1129,Venezuela (Bolivarian Republic of),2005,3.6830000000000003,2659.0,3359.0,39.25,1025.0,8306.0,230000000000.0,227.0,0.0,0.0,2044.0,1864.0,204.7,204.7,700.0,30.36,3176.0,782.7,25.0,520.0,495.0,495.0,0.0,0.0,160.0,160.0,0.0,0.0,520.0,50.0,91205.0,805.0,29070.0,27692.0,227.0,1303.0,1325.0,47848.0,24516.0,520.0
1130,Viet Nam,2005,28.44,6310.0,9421.0,59.35,432.6,901.3,77400000000.0,71.42,0.0,0.0,1821.0,603.1,35.0,35.0,3111.0,259.3,61219.0,323.0,0.0,524.7,524.7,524.7,0.0,0.0,37.15,37.15,0.0,0.0,524.7,0.0,33121.0,359.4,4184.0,85890.0,71.42,847.7,884.1,10293.0,24671.0,524.7
1132,Zambia,2005,3.965,2949.0,2984.0,23.47,49.36,1105.0,14100000000.0,47.0,0.0,0.0,1020.0,767.7,47.0,47.0,35.0,16.91,8191.0,80.2,0.0,24.6,24.6,24.6,0.0,0.0,104.3,104.3,0.0,0.0,24.6,0.0,75261.0,80.2,6302.0,12726.0,47.0,104.8,104.8,8235.0,4535.0,24.6
1133,Zimbabwe,2005,10.49,4000.0,4100.0,38.7,9.347999999999999,397.0,5290000000.0,6.0,0.0,0.0,657.0,256.7,5.0,5.0,100.0,34.11,9031.0,11.26,7.74,7.74,0.0,0.0,0.0,0.0,14.14,14.14,0.0,0.0,7.74,39.9,39076.0,12.26,919.7,13330.0,6.0,19.0,20.0,1500.0,4299.0,7.74
1135,Albania,2010,24.21,619.1,696.0,10.93,13.56,4219.0,12300000000.0,6.2,0.0,0.0,1485.0,42.69,2.35,2.35,76.9,101.6,1202.0,23.05,0.0,3.3,3.3,3.3,0.0,0.0,11.5,11.5,0.0,0.0,3.3,0.0,2875.0,26.9,9212.0,2920.0,6.2,26.35,30.2,10342.0,1718.0,3.3
1136,Algeria,2010,3.5389999999999997,7506.0,8430.0,3.5989999999999998,4.56,5564.0,209000000000.0,1.4869999999999999,0.03,0.03,89.0,212.0,0.0,0.0,924.0,15.77,11064.0,9.76,0.0,0.39,0.39,0.39,0.0,0.0,0.32,0.32,0.0,0.0,0.39,0.0,238174.0,11.25,299.5,37566.0,1.517,10.15,11.67,310.7,26502.0,0.42
1140,Argentina,2010,14.66,39754.0,40754.0,66.67,515.8,14348.0,604000000000.0,128.0,0.0,0.0,591.0,1643.0,112.0,112.0,1000.0,15.14,4586.0,276.0,67.94,584.2,516.3,516.3,0.0,0.0,48.0,48.0,0.0,0.0,584.2,135.9,278040.0,292.0,6936.0,42097.0,128.0,860.2,876.2,20814.0,37511.0,584.2
